Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43.0,0,Travel_Frequently,957,Research & Development,28,3,Medical,171,2.0,Female,72,4,1,Research Scientist,3.0,Single,4739.0,16090,4,No,12,3,4,0,18,2.0,3.0,3.0,2,1,2
50.0,0,Travel_Frequently,809,Sales,12,3,Marketing,174,3.0,Female,77,3,3,SALES EXECUTIVE,4.0,Single,4960.0,6645,4,No,11,3,4,0,16,3.0,3.0,5.0,2,2,1
31.0,1,Travel_Rarely,542,Sales,20,3,Life Sciences,175,3.0,Female,71,1,2,Sales Executive,3.0,Married,4559.0,24788,3,Yes,11,3,3,1,4,2.0,3.0,2.0,2,2,2
41.0,0, Travel_Rarely,802,Sales,9,1,Life Sciences,176,3.0,Male,96,3,3,Sales Executive,3.0,Divorced,8189.0,21196,3,Yes,13,3,3,1,12,2.0,3.0,9.0,7,0,7
26.0,0,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,177,3.0,Female,61,3,1,Human Resources,3.0,Married,2942.0,8916,1,No,23,4,4,1,8,3.0,3.0,8.0,7,5,7
36.0,0,Travel_Rarely,216,Research & Development,6,2,Medical,178,2.0,Male,84,3,2,Manufacturing Director,2.0,Divorced,4941.0,2819,6,No,20,4,4,2,7,0.0,3.0,3.0,2,0,1
51.0,1,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,179,1.0,Male,53,1,3,Manufacturing Director,4.0,Single,10650.0,25150,2,No,15,3,4,0,18,2.0,3.0,5.0,2,0,3
36.0,0,Travel_Rarely,1329,Sales,4,4,Life Sciences,182,4.0,Female,47,2,2,Sales Executive,3.0,Married,5902.0,14590,4,No,14,3,3,1,17,1.0,4.0,15.0,11,5,9
25.0,0,Travel_Rarely,959,Sales,28,3,Life Sciences,183,1.0,Male,41,2,2,Sales Executive,3.0,Married,8639.0,24835,2,No,18,3,4,0,6,3.0,3.0,2.0,2,2,2
30.0,0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,184,3.0,Male,48,3,2,Human Resources,4.0,Married,6347.0,13982,0,Yes,19,3,4,0,12,2.0,1.0,11.0,9,4,7
32.0,1,Travel_Rarely,1033,Research & Development,9,3,Medical,190,1.0,Female,41,3,1,Laboratory Technician,1.0,Single,4200.0,10224,7,No,22,4,1,0,10,2.0,4.0,5.0,4,0,4
45.0,0,Travel_Rarely,1316,Research & Development,29,3,Medical,192,3.0,Male,83,3,1,Research Scientist,3.0,Single,3452.0,9752,5,No,13,3,2,0,9,2.0,2.0,6.0,5,0,3
38.0,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,193,4.0,Female,32,3,2,Research Scientist,3.0,Single,4317.0,2302,3,Yes,20,4,2,0,19,2.0,3.0,3.0,2,2,2
30.0,0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,194,1.0,Female,75,3,1,Research Scientist,3.0,Single,2632.0,23910,1,No,14,3,3,0,5,4.0,3.0,5.0,4,0,4
32.0,0,Travel_Frequently,689,Sales,9,2,Medical,195,4.0,Male,35,1,2,Sales Executive,4.0,Divorced,4668.0,22812,0,No,17,3,4,3,9,2.0,3.0,65.0,7,0,7
30.0,0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,197,4.0,Female,84,3,1,Research Scientist,1.0,Divorced,3204.0,10415,5,No,14,3,4,1,8,3.0,3.0,3.0,2,2,2
30.0,0,Travel_Rarely,1427,Research & Development,2,1,Medical,198,3.0,Male,35,2,1,Laboratory Technician,4.0,Single,2720.0,11162,0,No,13,3,4,0,6,3.0,3.0,5.0,3,1,2
41.0,0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,199,4.0,Male,91,2,4,Manager,1.0,Divorced,4960.0,12888,4,No,13,3,2,1,21,3.0,2.0,7.0,6,7,7
41.0,0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,200,3.0,Male,94,3,1,Laboratory Technician,3.0,Married,2238.0,6961,2,No,21,4,4,1,7,2.0,3.0,5.0,0,1,4
19.0,0,Travel_Rarely,1181,Research & Development,3,1,Medical,201,2.0,Female,79,3,1,Laboratory Technician,2.0,Single,1483.0,16102,1,No,14,3,4,0,1,3.0,3.0,1.0,0,0,0
40.0,0,Travel_Frequently,1395,Research & Development,26,3,Medical,202,2.0,Female,54,3,2,Research Scientist,2.0,Divorced,5605.0,8504,1,No,11,3,1,1,20,2.0,3.0,5.0,7,2,13
35.0,0,Travel_Rarely,662,Sales,1,5,Marketing,204,3.0,Male,94,3,3,Sales Executive,2.0,Married,7295.0,11439,1,No,13,3,1,2,10,3.0,3.0,10.0,8,0,6
53.0,0,Travel_Rarely,1436,SALES,6,2,Marketing,205,2.0,Male,34,3,2,Sales Representative,3.0,Married,2306.0,16047,2,Yes,20,4,4,1,13,3.0,3.0,7.0,7,4,5
45.0,0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,206,2.0,Male,60,3,2,Laboratory Technician,2.0,Divorced,2348.0,10901,8,No,18,3,3,1,20,3.0,1.0,17.0,9,0,15
32.0,0,Travel_Frequently,967,Sales,8,3,Marketing,207,2.0,Female,43,3,3,Sales Executive,4.0,Single,500000.0,15589,1,No,14,3,4,0,9,2.0,3.0,9.0,8,3,7
29.0,0, Non-Travel,1496,Research & Development,1,1,Technical Degree,208,4.0,Male,41,3,2,MANUFACTURING DIRECTOR,3.0,Married,4319.0,26283,1,No,13,3,1,1,10,1.0,3.0,10.0,7,0,9
51.0,0,Travel_Rarely,1169,Research & Development,7,4,Medical,211,2.0,Male,34,2,2,Manufacturing Director,3.0,Married,4960.0,13983,2,No,17,3,3,0,10,2.0,3.0,5.0,0,0,0
58.0,0,Travel_Rarely,1145,Research & Development,9,3,Medical,214,2.0,Female,75,2,1,RESEARCH SCIENTIST,2.0,Married,3346.0,11873,4,Yes,20,4,2,1,9,3.0,2.0,1.0,0,0,0
40.0,0,Travel_Rarely,630,Sales,4,4,Marketing,215,3.0,Male,67,2,3,Sales Executive,4.0,Married,10855.0,8552,7,No,11,3,1,1,15,2.0,2.0,12.0,11,2,11
34.0,0,Travel_Frequently,303,Sales,2,4,Marketing,216,3.0,Female,75,3,1,Sales Representative,3.0,Married,2231.0,11314,6,No,18,3,4,1,6,3.0,3.0,4.0,3,1,2
22.0,0,Travel_Rarely,1256,Research & Development,19,1,Medical,217,3.0,Male,80,3,1,Research Scientist,4.0,Married,2323.0,11992,1,No,24,4,1,2,2,6.0,3.0,2.0,2,2,2
27.0,0,Non-Travel ,691,Research & Development,9,3,Medical,218,4.0,Male,57,3,1,Research Scientist,2.0,Divorced,4960.0,5970,6,No,18,3,4,1,6,1.0,1.0,2.0,2,2,2
28.0,0,Travel_Rarely,440,Research & Development,21,3,Medical,221,3.0,Male,42,3,1,Research Scientist,3.0,Married,2713.0,6672,1,No,11,3,3,1,5,2.0,1.0,5.0,2,0,2
57.0,0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,223,3.0,Male,83,4,3,Healthcare Representative,4.0,Divorced,9439.0,23402,3,Yes,16,3,2,1,12,2.0,1.0,5.0,3,1,4
27.0,0,Non-Travel,1450,Research & Development,3,3,Medical,224,3.0,Male,79,2,1,Research Scientist,3.0,Divorced,2566.0,25326,1,Yes,15,3,4,1,1,2.0,2.0,1.0,1,0,1
0.0,0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,226,3.0,Female,53,3,5,Manager,2.0,Single,19926.0,17053,3,No,15,3,2,0,21,5.0,3.0,5.0,4,4,4
41.0,0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,227,1.0,Male,56,3,1,Research Scientist,3.0,Divorced,2451.0,4609,4,No,12,3,1,1,13,2.0,3.0,9.0,8,1,8
30.0,0,Travel_Rarely,1339,Sales,5,3,Life Sciences,228,2.0,Female,41,3,3,Sales Executive,4.0,Married,4960.0,8053,2,No,12,3,3,1,12,2.0,3.0,10.0,9,7,4
38.0,0,Travel_Rarely,702,Sales,1,4,Life Sciences,230,1.0,Female,59,2,2,Sales Executive,4.0,Single,8686.0,12930,4,No,22,4,3,0,12,2.0,3.0,8.0,3,0,7
32.0,0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,231,3.0,Male,43,3,1,Research Scientist,3.0,Other,-5000.0,12430,3,No,20,4,1,0,8,2.0,3.0,5.0,4,1,4
27.0,0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,233,3.0,Male,51,3,1,Research Scientist,2.0,Married,3058.0,13364,0,Yes,16,3,4,1,6,3.0,3.0,5.0,2,1,1
19.0,1,Travel_Frequently,602,Sales,1,1,Technical Degree,235,3.0,Female,100,1,1,Sales Representative,1.0,Single,4960.0,20989,0,No,21,4,1,0,1,5.0,4.0,0.0,0,0,0
36.0,0,Travel_Frequently,1480,Research & Development,3,2,Medical,238,4.0,Male,30,3,1,Laboratory Technician,2.0,Single,2088.0,15062,4,No,12,3,3,0,13,3.0,2.0,8.0,7,7,2
30.0,0,Non-Travel,111,Research & Development,9,3,Medical,239,3.0,Male,66,3,2,Laboratory Technician,1.0,Divorced,3072.0,11012,1,No,11,3,3,2,12,4.0,3.0,12.0,9,6,10
45.0,0,Travel_Rarely,1268,Sales,4,2,Life Sciences,240,3.0,Female,30,3,2,Sales Executive,1.0,Divorced,5006.0,6319,4,Yes,11,3,1,1,9,3.0,4.0,5.0,4,0,3
56.0,0,Travel_Rarely,713,Research & Development,8,3,Life Sciences,241,3.0,Unknown,67,3,1,Research Scientist,1.0,Divorced,4257.0,13939,4,Yes,18,3,3,1,19,3.0,3.0,2.0,2,2,2
33.0,0,Travel_Rarely,134,Research & Development,2,3,Life Sciences,242,3.0,Male,90,3,1,Research Scientist,4.0,Single,2500.0,10515,0,No,14,3,1,0,4,2.0,4.0,3.0,1,0,2
19.0,1,Travel_Rarely,303,Research & Development,2,3,Life Sciences,243,2.0,Male,47,2,1,Laboratory Technician,4.0,Single,1102.0,9241,1,No,22,4,3,0,1,3.0,2.0,1.0,0,1,0
46.0,0,Travel_Rarely,526,Sales,1,2,Marketing,244,2.0,Female,92,3,3,Sales Executive,1.0,Divorced,10453.0,2137,1,No,25,4,3,3,24,2.0,3.0,24.0,13,15,7
36.0,0,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,245,3.0,Female,75,3,1,Laboratory Technician,4.0,Single,2288.0,6319,1,No,12,3,3,0,2,3.0,3.0,2.0,2,2,1
31.0,0,Travel_Rarely,140,Research & Development,12,1,Medical,246,3.0,Female,95,3,1,Research Scientist,4.0,Married,3929.0,6984,8,Yes,23,4,3,1,7,0.0,3.0,4.0,2,0,2
34.0,0,Travel_Rarely,629,Research & Development,27,2,Medical,247,4.0,Female,95,3,1,Research Scientist,2.0,Single,2311.0,5711,2,No,15,3,4,0,9,3.0,3.0,5.0,2,1,2
41.0,1,Travel_Rarely,1356,Sales,20,2,Marketing,248,2.0,Female,70,3,1,Sales Representative,2.0,Single,750000.0,21728,1,Yes,22,4,4,0,4,5.0,2.0,4.0,3,0,2
50.0,0,Travel_Rarely,328,Research & Development,1,3,Medical,249,3.0,Male,86,2,1,Laboratory Technician,3.0,Married,3690.0,3425,2,No,15,3,4,1,5,2.0,2.0,3.0,2,0,2
53.0,0,Travel_Rarely,1084,Research & Development,13,2,Medical,250,4.0,Female,57,4,2,Manufacturing Director,1.0,Divorced,4450.0,26250,1,No,11,3,3,2,5,3.0,3.0,4.0,2,1,3
33.0,0, Travel_Rarely,931,Research & Development,14,3,Medical,252,4.0,Female,72,3,1,Research Scientist,2.0,Married,4960.0,4673,1,No,13,3,4,1,8,5.0,3.0,8.0,7,1,6
40.0,0,Travel_Rarely,989,Research & Development,4,1,Medical,253,4.0,Female,46,3,5,Manager,3.0,Married,19033.0,6499,1,No,14,3,2,1,21,2.0,3.0,20.0,8,9,9
55.0,0,Travel_Rarely,692,Research & Development,14,4,Medical,254,3.0,Male,61,4,5,Research Director,2.0,Single,18722.0,13339,8,No,11,3,4,0,36,3.0,3.0,24.0,15,2,15
34.0,0,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,256,4.0,Male,45,2,2,Manufacturing Director,3.0,Married,4960.0,14074,1,No,17,3,3,0,10,2.0,2.0,10.0,9,1,9
51.0,0,Travel_Rarely,313,Research & Development,3,3,Medical,258,4.0,Female,98,3,4,HEALTHCARE REPRESENTATIVE,2.0,Single,4960.0,7192,3,No,18,3,3,0,21,6.0,3.0,7.0,7,1,0
52.0,0,Travel_Rarely,699,Research & Development,1,4,Life Sciences,259,3.0,Male,65,2,5,Manager,3.0,Married,19999.0,5678,0,No,14,3,1,1,34,5.0,3.0,33.0,18,11,9
27.0,0,Travel_Rarely,894,research & development,9,3,Medical,260,4.0,Female,99,3,1,Research Scientist,2.0,Single,2279.0,11781,1,No,16,3,4,0,7,2.0,2.0,7.0,7,0,3
35.0,1,Travel_Rarely,556,Research & Development,23,2,Life Sciences,261,2.0,Male,50,2,2,Manufacturing Director,3.0,Married,5916.0,15497,3,Yes,13,3,1,0,8,1.0,3.0,1.0,0,0,1
43.0,0,Non-Travel,1344,Research & Development,7,3,Medical,262,4.0,Male,37,4,1,Research Scientist,4.0,Divorced,2089.0,5228,4,No,14,3,4,3,7,3.0,4.0,5.0,4,2,2
45.0,0,Non-Travel,1195,Research & Development,-20,2,Medical,264,1.0,Male,65,2,4,Manager,4.0,Married,16792.0,20462,9,No,23,4,4,1,22,1.0,3.0,20.0,8,11,8
37.0,0,Travel_Rarely,290,Research & Development,21,3,Life Sciences,267,2.0,Male,65,4,1,Research Scientist,1.0,Married,3564.0,22977,1,Yes,12,3,1,1,8,3.0,2.0,8.0,7,1,7
35.0,0,Travel_Frequently,138,Research & Development,2,3,Medical,269,2.0,Female,37,3,2,Laboratory Technician,2.0,Single,4960.0,15986,5,No,11,3,4,0,10,5.0,3.0,6.0,2,1,2
42.0,0,Non-Travel,926,Research & Development,21,2,Medical,270,3.0,Female,36,3,2,Manufacturing Director,3.0,Divorced,5265.0,16439,2,No,16,3,2,1,11,5.0,3.0,5.0,3,0,2
38.0,0,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,271,4.0,Male,88,3,2,Manufacturing Director,3.0,Married,6553.0,7259,9,No,14,3,2,0,14,3.0,3.0,1.0,0,0,0
38.0,0,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,273,4.0,Male,54,3,2,manufacturing director,4.0,Married,6261.0,4185,3,No,18,3,1,1,9,3.0,1.0,7.0,7,1,7
27.0,0,Travel_Frequently,472,Research & Development,1,1,Technical Degree,274,3.0,Male,60,2,2,Manufacturing Director,1.0,Married,4298.0,9679,5,No,19,3,3,1,6,1.0,3.0,2.0,2,2,0
49.0,0,Non-Travel,1002,Research & Development,18,4,Life Sciences,275,3.0,Male,92,3,2,Manufacturing Director,3.0,Divorced,6804.0,23793,1,Yes,15,3,1,2,7,0.0,3.0,7.0,7,1,7
34.0,0,Travel_Frequently,878,Research & Development,10,4,Medical,277,4.0,Male,43,3,1,Research Scientist,3.0,Divorced,3815.0,5972,1,Yes,17,3,4,1,5,4.0,4.0,5.0,3,2,0
40.0,0,Travel_Rarely,905,Research & Development,19,2,Medical,281,3.0,Male,99,3,2,Laboratory Technician,3.0,Married,2741.0,16523,8,Yes,15,3,3,1,15,2.0,4.0,7.0,2,3,7
38.0,1,Travel_Rarely,1180,Research & Development,29,1,Medical,282,2.0,Male,70,3,2,Healthcare Representative,1.0,Married,4960.0,11354,7,Yes,19,3,2,0,17,2.0,3.0,1.0,0,0,0
2.0,1,Travel_Rarely,121,SALES,27,3,Marketing,283,2.0,Female,35,3,3,Sales Executive,4.0,Married,7639.0,24525,1,No,22,4,4,3,10,3.0,2.0,10.0,4,1,9
36.0,0,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,284,4.0,Male,60,4,1,Research Scientist,3.0,Divorced,2328.0,12392,1,Yes,16,3,1,1,4,2.0,2.0,4.0,2,2,2
36.0,0,Travel_Frequently,635,Research & Development,18,1,Medical,286,2.0,Female,73,3,1,Laboratory Technician,4.0,Single,2153.0,7703,1,No,-5,3,1,0,8,2.0,3.0,8.0,1,1,7
40.0,0,Non-Travel,1151,Research & Development,9,5,Life Sciences,287,4.0,Male,63,2,2,Healthcare Representative,4.0,Married,4876.0,14242,9,No,14,3,4,1,5,5.0,1.0,3.0,2,0,2
46.0,0,Travel_Rarely,644,Research & Development,1,4,Medical,288,4.0,Male,97,3,3,Healthcare Representative,1.0,Divorced,9396.0,12368,7,No,16,3,3,1,17,3.0,3.0,4.0,2,0,3
32.0,1,Travel_Rarely,1045,Sales,4,4,Medical,291,4.0,Male,32,1,3,Sales Executive,4.0,Married,4960.0,25812,1,No,11,3,3,0,14,2.0,2.0,14.0,8,9,8
30.0,0,Non-Travel,829,Research & Development,1,1,Life Sciences,292,3.0,Male,88,2,3,Manufacturing Director,3.0,Single,8474.0,20925,1,No,22,4,3,0,12,2.0,3.0,11.0,8,5,8
27.0,0,Travel_Frequently,1242,Sales,20,3,Life Sciences,293,4.0,Female,90,3,2,Sales Executive,3.0,Single,9981.0,12916,1,No,14,3,4,0,7,2.0,3.0,7.0,7,0,7
51.0,0,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,296,2.0,Male,81,2,3,Research Director,2.0,Married,12490.0,15736,5,No,16,3,4,2,16,5.0,3.0,10.0,9,4,7
30.0,1,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,297,4.0,Female,88,3,1,Research Scientist,1.0,Single,2657.0,8556,5,Yes,11,3,3,0,8,5.0,3.0,5.0,2,0,4
41.0,0,Travel_Rarely,896,Sales,6,3,Life Sciences,298,4.0,Female,75,3,3,Manager,4.0,Single,750000.0,14674,3,Yes,18,3,3,0,16,3.0,3.0,1.0,0,0,0
30.0,1,Travel_Frequently,334,Sales,26,4,Marketing,299,3.0,Female,52,2,2,Sales Executive,1.0,Single,6696.0,22967,5,No,15,3,3,0,9,5.0,2.0,6.0,3,0,1
36.0,1,Travel_Rarely,992,Research & Development,1,3,Technical Degree,300,3.0,Male,85,3,1,Research Scientist,3.0,Single,750000.0,19757,0,No,14,3,4,0,7,1.0,2.0,6.0,2,1,5
0.0,0,Non-Travel,1052,Sales,6,3,Medical,302,4.0,Female,57,2,3,sales executive,3.0,Single,4960.0,16840,6,No,12,3,4,0,23,2.0,3.0,19.0,7,12,8
54.0,0,Travel_Rarely,1147,Sales,3,3,Marketing,303,4.0,Female,52,3,2,Sales Executive,1.0,Married,5940.0,17011,2,No,14,3,4,1,16,4.0,3.0,6.0,2,0,5
36.0,0,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,304,4.0,Male,62,3,2,LABORATORY TECHNICIAN,2.0,Single,5914.0,9945,8,No,16,3,4,0,16,3.0,4.0,13.0,11,3,7
33.0,0,Travel_Rarely,147,Research & Development,4,4,Medical,305,3.0,Female,47,2,1,Research Scientist,2.0,Married,2622.0,13248,6,No,21,4,4,0,7,3.0,3.0,3.0,2,1,1
36.0,0,Travel_Frequently,663,Research & Development,11,3,Other,306,2.0,Male,47,3,3,Research Director,4.0,Divorced,12185.0,10056,1,Yes,14,3,3,3,10,3.0,3.0,10.0,8,0,7
38.0,0,Travel_Rarely,119,Sales,3,3,Life Sciences,307,1.0,Male,76,3,3,Sales Executive,3.0,Divorced,10609.0,9647,0,No,12,3,3,2,17,6.0,2.0,16.0,10,5,13
31.0,0,Non-Travel,979,Research & Development,1,4,Medical,308,3.0,Male,90,1,2,Manufacturing Director,3.0,Married,4345.0,4381,0,No,12,3,4,1,6,2.0,3.0,5.0,4,1,4
59.0,0,Travel_Rarely,142,Research & Development,3,3,Life Sciences,309,3.0,Male,70,2,1,Research Scientist,4.0,Married,2177.0,8456,3,No,17,3,1,1,7,6.0,3.0,1.0,0,0,0
37.0,0,Travel_Frequently,319,Sales,4,4,Marketing,311,1.0,Male,41,3,1,Sales Representative,3.0,Divorced,4960.0,2539,4,No,17,3,3,1,13,2.0,3.0,9.0,8,5,8
29.0,0,Travel_Frequently,1413,Sales,1,1,Medical,312,3.0,Female,42,3,3,Sales Executive,4.0,Married,7918.0,6599,1,No,14,3,4,1,11,5.0,3.0,11.0,10,4,1
35.0,0,Travel_Frequently,944,Sales,1,3,Marketing,314,3.0,Female,92,3,3,Sales Executive,3.0,Single,8789.0,9096,1,No,14,3,1,0,10,3.0,4.0,10.0,7,0,8
29.0,1,Travel_Rarely,896,Research & Development,18,1,Medical,315,3.0,Male,86,2,1,Research Scientist,3.0,Single,2389.0,14961,1,Yes,13,3,3,0,4,3.0,2.0,4.0,3,0,1
52.0,0,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,316,3.0,Female,89,2,1,Laboratory Technician,4.0,Single,3212.0,3300,7,No,15,3,2,0,6,3.0,2.0,2.0,2,2,2
42.0,0,Travel_Rarely,532,Research & Development,4,2,Technical Degree,319,3.0,Male,58,3,5,Manager,4.0,Married,19232.0,4933,1,No,11,3,4,0,22,3.0,3.0,22.0,17,11,15
59.0,0,Travel_Rarely,818,Human Resources,6,2,Medical,321,2.0,Male,52,3,1,Human Resources,3.0,Married,2267.0,25657,8,No,17,3,4,0,7,2.0,3.0,2.0,2,2,2
50.0,0,Travel_Rarely,854,Sales,1,4,Medical,323,4.0,Female,68,3,5,Manager,4.0,Divorced,19517.0,24118,3,No,11,3,3,1,32,3.0,2.0,7.0,0,0,6
33.0,1,Travel_Rarely,813,Research & Development,14,3,Medical,325,3.0,Male,58,3,1,Laboratory Technician,4.0,Married,2436.0,22149,5,Yes,13,3,3,1,8,2.0,1.0,5.0,4,0,4
36.0,0,Travel_Rarely,1034,Sales,16,3,Marketing,327,4.0,Female,80,3,4,Manager,4.0,Married,16064.0,7744,5,Yes,-5,4,3,1,22,3.0,3.0,17.0,13,1,9
33.0,1,Travel_Rarely,465,Research & Development,2,2,Life Sciences,328,1.0,Female,39,3,1,Laboratory Technician,3.0,Married,2707.0,21509,7,No,20,4,1,0,13,3.0,4.0,9.0,7,1,7
52.0,0,Non-Travel,771,Sales,2,4,Life Sciences,329,1.0,Male,79,2,5,Manager,3.0,Single,19068.0,21030,1,Yes,18,3,4,0,33,2.0,4.0,33.0,7,15,12
32.0,0,Travel_Rarely,1401,Sales,4,2,Life Sciences,330,3.0,Female,56,3,1,Sales Representative,2.0,Complicated,3931.0,20990,2,No,11,3,1,1,6,5.0,3.0,4.0,3,1,2
32.0,1,Travel_Rarely,515,Research & Development,1,3,Life Sciences,331,4.0,Male,62,2,1,Laboratory Technician,3.0,Single,3730.0,9571,0,Yes,14,3,4,0,4,2.0,1.0,3.0,2,1,2
39.0,0,Travel_Rarely,1431,Research & Development,1,4,Medical,332,3.0,Female,96,3,1,Laboratory Technician,3.0,Divorced,2232.0,15417,7,No,14,3,3,3,7,3.0,3.0,3.0,2,1,2
32.0,0,Non-Travel,976,Sales,26,4,Marketing,333,3.0,Male,100,3,2,Sales Executive,4.0,Married,4465.0,12069,0,No,18,3,1,0,4,2.0,3.0,5.0,2,2,2
36.0,0,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,334,3.0,Male,36,3,2,Research Scientist,1.0,Divorced,3072.0,19877,2,No,16,3,1,2,17,2.0,2.0,5.0,0,0,0
40.0,0,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,335,1.0,Male,62,3,2,Research Scientist,4.0,Divorced,3319.0,24447,1,No,17,3,1,2,9,3.0,3.0,9.0,8,4,7
36.0,0,Travel_Rarely,252,Research & Development,1,3,Other,336,3.0,Male,70,4,5,Manager,4.0,Married,150000.0,15970,0,No,11,3,3,1,25,2.0,3.0,24.0,0,1,7
31.0,0,Travel_Frequently,1327,Research & Development,3,4,Medical,337,2.0,Male,73,3,3,Research Director,3.0,Divorced,13675.0,13523,9,No,12,3,1,1,9,3.0,3.0,2.0,2,2,2
33.0,0,Travel_Rarely,832,Research & Development,5,4,Life Sciences,338,3.0,Female,63,2,1,Research Scientist,4.0,Married,2911.0,14776,1,No,13,3,3,1,2,2.0,2.0,2.0,2,0,2
34.0,0,Travel_Rarely,470,Research & Development,2,4,Life Sciences,339,4.0,Male,84,2,2,Manufacturing Director,1.0,Married,5957.0,23687,6,No,13,3,2,1,13,3.0,3.0,11.0,9,5,9
37.0,0,Travel_Rarely,1017,Research & Development,1,2,Medical,340,3.0,Female,83,2,1,Research Scientist,1.0,Married,3920.0,18697,2,No,14,3,1,1,17,2.0,3.0,3.0,1,0,2
45.0,0,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,341,1.0,Male,77,4,2,Manufacturing Director,3.0,Married,4960.0,5118,4,No,17,3,4,1,9,1.0,3.0,3.0,2,0,2
37.0,1,Travel_Frequently,504,Research & Development,10,3,Medical,342,1.0,Male,61,3,3,Manufacturing Director,3.0,Divorced,10048.0,22573,6,No,11,3,2,2,17,5.0,3.0,1.0,0,0,0
39.0,0,Travel_Frequently,505,Research & Development,2,4,Technical Degree,343,3.0,Female,64,3,3,Healthcare Representative,3.0,Single,10938.0,6420,0,No,25,4,4,0,20,1.0,3.0,19.0,6,11,8
29.0,0,Travel_Rarely,665,Research & Development,15,3,Life Sciences,346,3.0,Male,60,3,1,research scientist,4.0,Single,4960.0,22673,1,No,19,3,1,0,6,1.0,3.0,5.0,5,1,5
42.0,0,Travel_Rarely,916,Research & Development,17,2,Life Sciences,347,3.0,Female,82,4,2,Research Scientist,3.0,Single,6545.0,23016,3,Yes,13,3,3,0,10,1.0,3.0,3.0,2,0,2
29.0,0,Travel_Rarely,1247,Sales,20,2,Marketing,349,4.0,Male,45,3,2,Sales Executive,3.0,Divorced,6931.0,10732,2,No,14,3,4,1,10,2.0,3.0,3.0,2,0,2
25.0,0,Travel_Rarely,685,Research & Development,1,3,Life Sciences,350,1.0,Female,62,3,2,Manufacturing Director,3.0,Married,4898.0,7505,0,No,12,3,4,2,5,3.0,3.0,4.0,2,1,2
42.0,0,Travel_Rarely,269,Research & Development,2,3,Medical,351,3.0,Female,56,2,1,Laboratory Technician,1.0,Divorced,2593.0,8007,0,Yes,11,3,3,1,10,4.0,3.0,9.0,6,7,8
36.0,0,Travel_Rarely,1416,Research & Development,2,2,Medical,352,1.0,Male,49,3,5,Research Director,3.0,Divorced,19436.0,5949,0,No,19,3,4,1,22,5.0,3.0,5.0,7,3,9
36.0,0,Travel_Rarely,833,Research & Development,1,3,Life Sciences,353,3.0,Male,96,3,1,Research Scientist,4.0,Married,2723.0,23231,1,No,11,3,2,0,1,0.0,2.0,1.0,0,0,0
31.0,1,Travel_Frequently,307,Research & Development,29,2,Medical,355,3.0,Male,71,2,1,Laboratory Technician,3.0,Single,3479.0,11652,0,No,11,3,2,0,6,2.0,4.0,5.0,4,1,4
32.0,0,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,359,2.0,Male,100,4,1,Laboratory Technician,2.0,Married,4960.0,26062,1,No,20,4,3,0,5,3.0,1.0,5.0,1,0,3
38.0,0,Non-Travel,1327,Sales,2,2,Life Sciences,361,4.0,Male,39,2,2,Sales Executive,4.0,Married,4960.0,19682,3,No,18,3,4,1,13,0.0,3.0,8.0,7,7,5
32.0,0,Travel_Rarely,128,Research & Development,2,1,Technical Degree,362,4.0,Male,84,2,2,Laboratory Technician,1.0,Single,2176.0,19737,4,No,13,3,4,0,9,5.0,3.0,100.0,2,0,4
